sentiment,content
neutral,even if it is spf 55. Besides you don't need a 55. You are just putting more chemicals on you face. Spf 30 is a full block.
neutral,I love being scandalous
happiness,Im glad i can make sumone smile
happiness,"@lovejones83 haha LOL  no one is effing cool as you, you got the Wu-Tang and P.E. t-shirts! You are gorgeous + represent at the same time"
neutral,drinking a cup of ice chocolate
neutral,is tired and about to go to sleep. night everyone
sadness,@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!
happiness,@JanisJ1212 haven't laughed that much in awhile
happiness,about to drink a hot chocolate  yummy.
neutral,Girls night in
neutral,@Tazz602 you're a big man for embracing your tears
neutral,"From top down: 2x2924, 1x2610, 3x2500. Then an 1841 and two desktops. More gear to come over time of course."
neutral,@Digital_Girl well something thaz quick please
happiness,Just had some delicious sushi from niko niko on vermont and hollywood  mm
neutral,@humanabstract anything!
neutral,@HannaG87  There you go.
happiness,"overall, tonight's snl = epic win."
happiness,"HAPPY MOTHER'S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully..."
happiness,just had a great dinner with my wonderful girlfriend.
happiness,"@Mingo123 SUFFICATION NO BREATHING. It's okay. There'll be more. You're invited to mine, but I can't promise fun times.  *Jinx"
happiness,@oschmid14 How cool is that!   Thank you so much!   luv it!
sadness,Aww okayy we'll tell you about it tomorrow then
neutral,Just watched Marley  Me. Cute movie. Going to watch Twilight soon!  Love it!
neutral,@yonaa mothers day pak...
neutral,"@johnmaine John ohh, I like you. Like, Like-Like you.  Best show ever. 3 the maine."
happiness,Playing with my puppy
happiness,I love my Boogah! Can anyone contain Lebron James?  Talk about so sick
happiness,Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashleys birthday.  Love all around
neutral,@kitode Well for one thing I might be branded a public menace by the state.
neutral,@SAROAR  Trudat... I even have my own peppermint syrup from Starbucks.
neutral,@mattlogelin mankini!! i'm not sure i'd recognize him without his signature two-piece. try to get a picture
happiness,I want cookies for breakfast! Luckily I'm an adult and can do that!
neutral,"House of the Muses 4, page 28 is now live.   http://bit.ly/egVW3"
sadness,@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.
neutral,"Have space right next to the rack for another one. So plenty of space for CCNA,CCNP,CCIE lab!"
neutral,PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr
neutral,"@merchantships You're welcome!  Math is really *not* my favorite thing but it's also so useful, so..."
neutral,Writing out to tape.  #48hoursnz
neutral,@kierantong I know anne and judy
neutral,"@Candis04 Hey, Candis."
sadness,"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)"
neutral,bout 2 watch a movie nd drink wit martin nd leslie
happiness,LOL OMG @MissKeriBaby replied back to me out of all ppl!! THX
sadness,@dredpiraterob poor thing. come watch tv at my house  lol
happiness,lol! woow okay its not that big of a deal
neutral,Sittting in my seat watching the tyra show
happiness,Anthony's pretty wicked too.
neutral,"HA. Totally posting an update at 2am.Its lightning outside, pretty."
neutral,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508
neutral,@REALConformist Because of the new #Kirk. That's why. Because of the new #Kirk.
neutral,The person that I'm giving my iPhone to is the....ready..... @theapplefreak lol ypu
happiness,@laurenmontonen I DIDDDD. I MET THEM AGAIN
neutral,"on myyearbook, myspace, here and messenger"
sadness,@TheSpencerSmith hush...stop teasing
happiness,Just watched Star Trek. A+! That was so well done. I think I'm down to see it again. Who wants to join me?
neutral,"@caseorganic But Iï¿½m for smaller companies rather than bigger ones. Itï¿½s not like I have worked at a big company to prove it, though"
neutral,Spending Mother's Day with Mom.
happiness,@dmaul53854 yus! :3 he was really nice
neutral,@NikiMoss  It should take you back to colorado where you belong
sadness,about to hit the sheets.
sadness,listening to the new demo! This song is going to be fantastic once its done!
neutral,one more final
neutral,"@tonicate10 Yes, we just need ppl to vote. GET OUT THE VOTE. ;) Ciao for now.  Till tomorrow...Is Anybody Listening? Yes, I am.  Night!"
happiness,"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!"
happiness,Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!
neutral,@Dime_Diva_Dee26 teehee Im glad to entertain ye
neutral,@SteveAgent I think I should... But with who? Hmmmm. Maybe a friend in ALASKA
happiness,@WordyDirts Thanks  your my first lol
happiness,@Vengenz1 It was a lovely attempt at poetry!
neutral,@wuzzyangel anytime!.. literally hahaha
neutral,Guess I'm on Twitter now!
sadness,"09/09 +full moon+ my lovely friends and family= my b-day wish came true;)3 In addition,gray matters is one of the cutest movies ever!!"
happiness,watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!
happiness,loving phuket with melai and badette. i'll be coming home soon  imiss everyone
neutral,@mellonikan thank you
neutral,Can't wait to go to bed
happiness,ok.  i got my nails done to day an the are sweet.
happiness,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?
neutral,Got a sunburn from Coney Island bike ride
happiness,"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!"
neutral,@elysion32
happiness,"@MeredthSalenger Ur so cute..I'm a fan of Dream A Little Dream, This Kiss and appearances like in Dawson's Creek  Make more flicks!"
neutral,: Out to dinner for the fam and Grandma for Mother's Day.
neutral,sweet dreams!
neutral,@LaughingAttack YAA! hi amy. im showing my new friends our youtube
happiness,Rey Mysterio is so awesome
happiness,"@princessdeleon AWESOME! It feels very fulfilling, doesn't it?  I'm gonna work on SOOOO many people over the summer! Totally excited!"
happiness,"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great"
happiness,just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!
sadness,this is how we do itttt
neutral,@hartheart @marlyrae god you guys...i'll call you guys...three way. to discuss.
happiness,beach...yummy steak and catching up on 'lost' with my man...lovely day
happiness,@CiaoBella50 Evening! How are you this Sat night?
neutral,Watching movies with my dad and talking about life
neutral,http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums
neutral,Kyle can make fart noises with his armpit
neutral,"48 Laws of Power by Robert Greene. It's a little bit much for me, but is anyone interested in a copy? DM me if you are"
neutral,I think I'm going to go outside and have a very John Cage moment   Music majors rejoice!
happiness,@meesabythewater thank you so much
happiness,"@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though"
neutral,@DanalynnD great game!    WOOHOO on to game 6...the final game?
happiness,making margaritas and about to watch Milk. Good times
sadness,Soo Tired. My head hurts. I Love Andy sooooo much!
happiness,Just ordered henna! I'll be a redhead again in a few weeks.
happiness,@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books
happiness,@em1234 hahhaha indeed  kinda like the spoon... hahaha
happiness,@johncmayer That widewale courduroy'll get ya everytime!
happiness,is drinking. Yay!
neutral,Hanging out
neutral,@jehan_ara Good to hear that  Allah aapko sehat de (Y)
sadness,@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.
neutral,@WingsStef Yeah tone is lost on twitter unless you use the emoticons
neutral,"USA/Texas Jaycees Debate team ROCKED the house! They now have the opportunity to represent us in Tunsia, Africa! GO JAYCEES!"
happiness,@SouthPhilly_Mel thanks that was nice of u and I appreciate u
neutral,"@Pandabeara nope, up tomorrow  I'm tired need bed"
neutral,@littlewhip Couldn't hurt.
neutral,@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...
happiness,"@NightShade10 Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!"
happiness,Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com
neutral,Here are 4 FREE twitter tools will get you followers  http://short.to/511q http://jijr.com/hulz http://short.to/511r http://2ve.org/xPG0/
happiness,"@AClockworkToad yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away."
happiness,@QueenofSpain Good night Erin!  i wouldn't say that this is early or that you are old.
neutral,"@challyzatb Thankyou, yes. Off to a pre-wedding party now."
neutral,Cleaned. Laundry. Nails painted. Productive saturday night
happiness,that was reallly good
happiness,Spending QT with the hubby
happiness,haha so bored...but happy mothers day!
happiness,Going to bed! Happy mother's day for every mom here!
happiness,@Buchautor thanks for the follow friday
neutral,"Going to bed, no plans for tomorrow, just hanging around  Good night people 3"
neutral,"@juliaakes hahaha, perfect, my procrastination finally caught up with me so I am not part of the savage mob"
happiness,"@ashleynewcomb Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I'm an insomniac, huh?"
happiness,@laurenconrad http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!
neutral,@aljajackson Follow me honey
neutral,@markman641 LOL you so insane ... I think that I heard that song b4
neutral,"@kylieireland Oh, that's bringing back fond memories... I WANT to, but I can't leave the kittens! (I sent you another pic of Balloon)"
happiness,"we finally hit 1,000 friends! thanks!"
neutral,@neestaples Thx for FF  #followfriday
happiness,hey chelsee its amiera!   ufc
happiness,watching Look for a Star with mom again  lub ah C hehe
neutral,@iampritty lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time
happiness,@VancityAllie they shall win
neutral,@LyndonChester hi Lyndon - if you get this before 4pm Monday 11 May - i have mail for you from @amandapalmer via Tasmania. DM me
neutral,Oops. I'm watching my mom son sleeping and  ing
neutral,mum is driving me and the Eric out to jt for the night.
happiness,Hanging with kevin tomorrow!  out goes being productive.
neutral,Enjoying the cool breeze at the beach. It helps me relax and unwind.
happiness,@artistiquemeg wooohooo! I'm fourth row back
happiness,Awesome  I saw it thursday night. It is so great. 100% perfect casting.
happiness,"Watching Twilight again  !!! 3 I'm watching the Audio Commentary, it's sooo funny ;)"
neutral,"You're never alone Just when you think no one cares, you realize that there' always one person you cares for you"
happiness,"writing out mother's day cards to mom, aunts, and AMYYYY can't wait for her to be a mommy"
happiness,Is having awesome fruits and vegetable juice at the opening of Lam's noodles at 8@tradehub21  http://tinyurl.com/r65c68
sadness,"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies"
neutral,Watching Hairspray
happiness,@MollyMazy aww!  happy mother's day to you too girlie! kingston is lucky to have such a great mommy!
happiness,"Celebrated 18,000 plays on Last.fm with Dez Moines by #tdwp http://bit.ly/GWUHX"
sadness,OFFICIALLY booked for seattle with @cfine1 and @ebotkin12 it's going to be THE best birthday weekend EVER!  @bradlawrence :you made me sad
neutral,@jimmydouglas Thanks! I'll have to have you guys over once we have furniture.
happiness,If I'm up with Brooklyn when I'm suppose to sleep in...I'll call you  @ LadyBug602
sadness,"I 3 Rupert Grint...... of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him"
happiness,I received some excellent birthday presents!  Party was the usual success.
neutral,is going to drink a mojito and lay down to watch movies with my hubby. Goodnight fellow tweeters
neutral,@simplyshannon just wanted to say hello
neutral,is satisfied with her FP'09 review
happiness,@scalzi Happy frickin' birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.
neutral,watching crimson tide and eating apple sauce.
neutral,"@monicaobrien again, agreed. but having a program showing your friends are on facebook would be easier than giving every1 yer info"
neutral,@jaybeecc hahaha sa una lang yan!  i started with 40 minutes ng 5k.  that was a year ago.
neutral,"Off for some sleep, g'night everybody! Hope you had a good day"
neutral,nothing to do ...any1 wanna keep me company?
neutral,"I act like I'm 8. Therefore, I am 8."
sadness,@LaurenBakarian: i miss you
happiness,@bsaeed it was nice to meet you tonight  thanks!!
happiness,@angelemotion yayyy for new videos by amazing people
neutral,@livenoutlouder wasn't that mother song SO funny? SO wrong but SO funny - I heart @andysamberg
happiness,Hangin out with some cool ass people.  http://short.to/8j3p
neutral,@whyinthehell Yoko Ono - Ben Lee  - ? http://lala.com/zAd It's easy.
happiness,"@bingofuel Why yes, we did see @CaryWilliams tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure"
neutral,Okay enough talking for now time for bed. Big mother's day tomorrow! Then back to Greeley for the big move.
happiness,She has an awsome voice. Bored nothin to do i should really consider  going back to school yeah right i'd rather cry of boredom  forever
happiness,silly you are right here with me
sadness,@ninjapixie83 Sorry for your loss.  I know how you feel.  She or he was a lucky cat.
neutral,@ddlovato Woo! Twitter kind of sucked without you.
happiness,"@Scorch_Mom Emailed you - it'll be on the porch anytime. If you come tomorrow, we'll have to miss you! Don't worry about knocking!"
happiness,@alphonso I'm in SF right now
happiness,"watching Season 2, episode 1 of House before bed... what a great bedtime story"
happiness,Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!
neutral,"has her mind abuzz re: advertising industry + standards : don't hate me because I like maths, ok?"
happiness,@Im_2nd aww thanks!
sadness,@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!
sadness,@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it
happiness,"time for The Great Yakuza Horror Theatre, wish me luck"
happiness,Is watching It takes Two.... such a classic lol
neutral,@Shadez thanks  this one will be a hit. @Nani981 has been a patron since 2001
happiness,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
happiness,"and goodnight, twitterland! hope all of your weekends are going great!"
neutral,@elm8 my sentiments exactly
neutral,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
happiness,Ate too much vegetarian pizza for dinner! But it was so good
anger,@roberto121 that's some serious shit steve. why didn't you send me pictures or call me!! You know i love a good yard sale.
happiness,JUST GOT TO LA  MISS HAWAII ALREADY! DANG
neutral,@PManiac thats kickass news !!
neutral,@Digooooo yeah yeah gd night then
neutral,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
happiness,@David_Henrie hahaha. you make me laugh.
neutral,@MCRsavedMilife me too
happiness,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
happiness,"whole foods, barton springs, yogurt spot  the oasis = perfect day in austin."
neutral,@AngelicaBeanz Its pretty gnarly
happiness,i'm eating cookies that have been sitting around for a week now. thanks andrea dear
happiness,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome
neutral,@UncleRUSH Morphine and Percocet are ur friends when pain is acute. And we became very friendly recently  Def the morphine..1st 24 hrs.
happiness,@merabobera I wantttt!!!!!!!!
happiness,living it up at empire hotel...free bottle service. it ROCKS having connections
neutral,"Sunny synday morning. Nicole is up later than usual, mommy got some sleep"
neutral,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
neutral,"deleted a lott of facebook friends, ask to be my friend again if you want. if not idgaf"
happiness,@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts  Have you taught before?
happiness,"Home. Should be in the bed, but I'm just super duper excited about tomorrow."
neutral,@tshein the iphone
happiness,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
neutral,@JonathanRKnight Thanks
happiness,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
neutral,Good morning twitterers
happiness,had fun at wango tangooo!
neutral,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
neutral,@wethetravis http://img15.imageshack.us/img15/3512/img2960v.jpg is that an arsenal shirt?
neutral,@harterm04  Tell Brad I said hi!    Drink and sing for me and Morgan.
neutral,about to go to sleep
happiness,@ishaka Thanks
happiness,@ubernostrum I really ought to pay more attention to my phone tweets... Sure! The more moives the better.
happiness,Woo! Nachos AND ice cream  haha
happiness,Hey guys I'm going to create an iPhone app that's a twitter client called Tweetilicious please @reply me your thoughts!
neutral,@vee71 Hey babe. how's Quest?
happiness,@petitesuitecb Thanks my girl. True BFF!
sadness,"Don't know what to do right now...pretty bored, but I refuse to study. Any suggestions?"
happiness,@MCRsavedMilife haha yes
neutral,Venti Black Ice Tea with 8 pumps of classic
happiness,@fatally_yours that's stunning!
neutral,@officialTila Fashion show?? What was this I heard about dating a tweeter? Trying to catch up.. but soo much going on..
happiness,oh the memories  ? http://blip.fm/~5yxd4
happiness,can't stop smiling  i'm in the best mood right now!!!!!
neutral,"Just got back,"
sadness,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies
neutral,Right now on my Justin.tv channel: GTA4 fav meh  www.justin.tv/djandyw
neutral,@QueenofKong No need 2 apologize mama i respect you for that
sadness,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me  I am thankful for you!!
happiness,Enjoyed x-men w/ @dwestbrook  now it's time to rest up for this drive home...happy mother's day twit-moms!!!
happiness,@redonculous video tape that for me  hahaha
happiness,"@AspaPhoto I am the same... well peer trained, peer taught, peer learning"
neutral,@evanhindra Dump this blackberry and uses an iPhone? Basically it compliment each other.  I think.
happiness,Good nite everybody!  :Baby Boy:
neutral,@everhines http://bit.ly/QQe7B  heres the link  i'll be talking to you on hereeeeee about it during the movie (x
happiness,@duherica Thanks!
happiness,it's beach time!
neutral,@Benbrochill17 you talk to her alot
happiness,"NAPPY'S da new N word....by da way, iLove my NAPPY braids  iGot HANG-TIME homie lol"
sadness,happy mothers day  going to the zoo... i have to wake up at 9:30 oh god noo!!!
happiness,Just got out of the VAST show  IT KICKED ASS! Just as mindblowing live as on CD. Sang my fave songs. Im n awe!
sadness,@farah_n_pete you do a terrible job of hiding it.
neutral,"@worldofhiglet I don't think it makes you seem shallow. Some actually do respond and converse with followers.  If they don't, no biggie."
sadness,"@TiptheMilkman awww  no problem , sorry for tha loss"
neutral,@JamesProps very cute kitty
happiness,is excited for tonight's party of ron  http://plurk.com/p/sujth
happiness,aww my son gave me a purple g shock for mother's day
happiness,dream of a better world because it's coming -someone could live off of those words dude
happiness,@SamBennington  cool  you are here too  hi sam  how are you???
sadness,@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous
neutral,"Well, there goes *that* shirt. Haha"
neutral,@kimberlinax3 oh kimmy really?  I give you one week from when you get home to hangout with me. I better get to see you. 3
neutral,@_supernatural_ http://twitpic.com/4wjel - . can i keep him tied up for some fun..please..I'll make him feel better
neutral,@therealsavannah I think you are a follow-your-dreams-and-they-will-come-true person. That's why your my  favourite YouTube star
neutral,bout 2 have 1 more drink then imma head in da house
neutral,watching 48 hours
happiness,"good day, ya'll! happy mom's day!"
neutral,is on facebook
neutral,Happy Mother's Day to all the mommies out there...we love you.
neutral,"@meghannian {{{HUGS}}} Okay, just making sure!"
happiness,*[ It's time for TSCC!  ]
neutral,"Yeah, my brain does rock!  I am happy to share my knowledge with you Carrie"
happiness,"just watched Star Trek.. I liked it  I'm making my mother a card and listening to some tunage, Copeland to be exact ;]"
neutral,Goodnight tweeps.
neutral,"@Flawless326 Too much? No, not unless one of the pillows ends up suffocating the one sleeping next to you."
happiness,Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses  heels
neutral,@ioeides Hello you! welcome to the twitterverse
happiness,"@AClockworkToad I will take lots of pics! it is really pretty there, lots of palm trees."
neutral,@Gilamuffin i think i could wear you out
happiness,I'm an incredibly happy person with 100% energy. Love to dance  laugh...the only thing that I know.I'm one of the most down to earth ppl
neutral,@busaysay thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?
happiness,today was the BEST 3 eff yeah i 3 @ohbabyitsashley
happiness,@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine
neutral,"@jcharming its not mothers day on the west coast, tyvm"
neutral,tired goodnight everyone
neutral,"@souljaboytellem aw, that's cute"
neutral,Rofl. I love you too Trina.
neutral,eating some dark chocolate peanut mms
neutral,Now i'm fully awake
happiness,Cheifs beat the 'Canes 16-8! Top of the table! Wooo! ...and up go the Sky Sport Virtual Rugby points.
happiness,"@Escape2TheStars it's ok.  I'll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later."
happiness,@_writersblock_ Yep! One drink  @retrorewind block party is keeping me up
neutral,@ousooner44 They being the husband or the girl?
sadness,Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.
happiness,welcome to the family new pillow  im going to lay my head on you tonight!!!
neutral,"According to TweetStats I tweet more between the hours of 10am and 3am with Monday, Sunday and Saturday filled with Tweetage!"
neutral,@_writersblock_ I'm sure you are.    Toasties wasn't far behind.
happiness,"@celikins Yup, us too. Spending time with Mom, Sis and Aunt  Have A great Mothers Day!"
neutral,happy mothers dayy
sadness,My legs are so fucking sore. And my feet hurt to walk. Whataday
happiness,"Tired from work. I hate closing, eek. But all smiles today. Aloha Kitchen, yum."
happiness,@mateoonline I'm sure u did!!! CAN'T w8 4 2morrows shw!!! Happy Mommys day 2 me!!!
happiness,@nerdwriter we were close to trying all of them! SO YUMMY
happiness,Having bro-lights with g.Soll  CHEERS!  http://twitpic.com/4wjrs
neutral,@mulder8scully5 im not a cookie so i wont comment  heh. who were those 2 girls who sang Crush btw? wud u know?
neutral,@rezyelvalerie then your gaaay!
neutral,Practicing vocal warm ups and breathing methods. I should do this the right way
happiness,@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile
neutral,That post was for @uncleRUSH
neutral,starting tm alex and i are doing a whole week of no going out and spending money that we dont have.
happiness,Just got home from Stacey's lovely wedding
happiness,@roflwolf yeah they are basically awesome
neutral,Making egg tart  Chinese egg pudding. Yum
sadness,@Epic_War_MT I'm no longer blue
happiness,@TomboyTigress thanks  sweet dreams to you too!
happiness,"@jefebarrio it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy."
neutral,@kingsthings the President was funnier
neutral,at @bellmyshell's with @misseichas
neutral,says it's late. Goodnight people!
happiness,my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin
happiness,had a great day
happiness,"@mdjensen I'm a little late but congratulations on your 1st tri, it's a great accomplishment...good night"
neutral,@ginogagaza awww! you like anne curtis too tho rite?? it's her soap thats gonna replace it!
happiness,@Hatz94Music We got a guy in the chat now lol.
neutral,@donttrythis that is why I drive a (teeny tiny) honda civic  http://myloc.me/FRy
happiness,"@whatsyourcrime ok, so I'm replying!  happy mothers day, indeed!"
happiness,@james_a_michael Hey! thanks for another great day! I'm going to sleep now! I'll chat with you tomorrow!  Sweet dreams!
neutral,@ARsexhair ohh heyyy
sadness,"@AmyPredsfan Oops..too late.  Already popped in Bridges, since I missed most of it on tv.   (I 3 Blair  Jo too!)"
neutral,"errbody, please check out http://mscaseycarter.blogspot.com. id appreciate it a bunch."
happiness,probably one of the best surprises ever...you really are amazing
neutral,@Antlatwill hey
neutral,"@Dolcetk You too, my friend"
neutral,@Pressrecordmag oh i like this idea
happiness,@Tpearson44 me toooooo! Thank u
happiness,"@SellPuts agreed  it did take me a little while to find my way on stocktwits, but once I did, I cant imagine working w/o it"
happiness,@OkayRay thanx for the bday wishes ray
neutral,is listening to Jello Biafra at work.
neutral,@JustJazzo n e uterus u wanna rub??? lol its ok u can tell me
happiness,Goodnight everyone  Happy Mothers Day to all of the mothers out there
happiness,"fuckkk i need sleepppppppp lol, happy mothers day mummy"
sadness,@CandyMaize its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch  WINE!
neutral,with @k0nartistt
neutral,@nemke  #stackeoverflow  http://bit.ly/13Nfk1
neutral,you've got to read it downwards for it to make sense.
happiness,@boredgirl260 did he ask for your Twitter ID? Your sun sign?
happiness,"Oh! Northern Downpour was just on the radio! I mean, not from the CD or anything. But the normal radio station! Woohoo."
sadness,thanks so much for the discount code. looking forward to trying your pads out
neutral,chillin' with Kealie.
neutral,@vivianchiu LOL. You should buy your mummy flowers
happiness,"Won a diamond for my compï¿½tition  , yaayy tomorow its the DIAMOND DANCE OFF !! Were the best  .. Still in montrï¿½al !!"
happiness,HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...
neutral,Hi @PaintsNature: Found you through @MrTweet. i am indeed a pigment of your imagination
neutral,@LucasGo so why are you?
neutral,I'm totally going to bed right now.
neutral,evryone come here http://www.blogtv.com/People/GinaNicole2 were spamming so much and blogtv is glitching and it might work
happiness,@naidanai nai nai baby. haha i didn't know that you have twitter but oh well
neutral,@balkrishnanv could be.
sadness,I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!
happiness,"Is going to attempt to cook chunky beef  mushroom pie tonight  mmm, i'm hungry already!"
happiness,OMJ JUSt qOt HOME fROM tHAt PARty! it'S 2:OO a.m! i'M MAN tiRED! GOODNiqHt AND HAPPY MOtHER'S DAY 2 ALL!!! tAkE CARE  GOD BlESS!
neutral,@elliotykim @hochie71 CHEERS! (is it sad that i replied only just 2 minutes later?)
happiness,@jasonmitchener Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!
happiness,"@gKwo  it did, i didnt really watch it haha"
neutral,@iamjonathancook here's a quote for ya: jesus built a bridge with 2 boards and 3 nails.
happiness,made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha
neutral,@auroraawakes That means you need to start.
happiness,"@tabithalynnne lmao, yep"
neutral,Kinda meant mother. Im giving props to @tonyabraham for taking us
happiness,I'm so proud of Dr. House for detoxing.  His Amber hallucination is evil!!
happiness,goodnight to all
neutral,@MissXu - thank you - I take that as a compliment if I may -
neutral,Hmm. Might try this out for tomorrow.  http://bit.ly/u5rAC
happiness,@jtimberlake  Thank you and Happy Mothers Day to your Mother also SNL tonight
happiness,Is FINALLY having dinner... At Nishiki Sushi!
happiness,"@QueenofKong We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off"
happiness,had one of the greatest days ever! spent the whole day with besties  celebrated installs with the friends i love oh so much  3
happiness,is really really ready!
happiness,happy mama's day ladies!  have a good day.
neutral,to all mothers out there... or even soon to be mothers 8D happy mother's day y'all
neutral,"@GeorgiaPrincez ok, smart ass.   You guys should add Marky Mark to the playlist, since Donnie produced a bunch of his stuff."
neutral,@KelleeHR well sure hope they can do that...
happiness,"Good night all, 15 miles of trails with 7 peeks to climb in the morning, fun times ahead"
neutral,Good night lovely people. Sleep well
sadness,"@citycynic lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting"
neutral,@SirReigns   What are you designing?
neutral,"off to bed, night every onee"
neutral,@Mandixy ahaha thats okay and thanks
neutral,Relaxing with my daughter watching Friends
happiness,and guess what? the second time around... it's still fucking great
neutral,http://twitpic.com/4wk1m - 8th grade formal 2009
neutral,@sunmaker   Yeah it's just based on my e-mails.
happiness,Hi-5 to ALL my friends and ummm thanks for the follow and enjoy the ride IF I make too many trips (I will) for u and u gotta go i get it
neutral,Happiness is like peeing your pants...nobody can see it but only you can feel it's warm sensation
happiness,"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] http://plurk.com/p/sun82"
neutral,http://bit.ly/TGVR7  via @addthis thank you tiff
neutral,@hnprashanth
happiness,"@JustCierra Yep, they sang your song!"
happiness,@angelakeen the next wk I C Drs too but maybe then? I would love it! I did go to Mac Grill.  John was not there! Thought of U!
happiness,@3Magpies Thanks! and to you as well!
neutral,Tyring to pack for my Aruba trip (soul beach music fest)
sadness,@dailypep I'm sure I will cry at the most unopportunte (spelling?) moment!!
happiness,Chatting with matt from mercy mercedes lol.
