sentiment,content
sadness,"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore"
neutral,i have a yucky burn
neutral,@alisonmyra It's called a RipStick.  When I had a job I sold a lot of those...
neutral,@iminditch yesh and that potato guy is online... but hes not live
neutral,All of a sudden I'm craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...
sadness,todays weigh in....  only lost 1/2 pound this week :o depressing
happiness,@shaundiviney 04182012154 send me one PLEASE!! I TXTD IN BUT I GOT A NEW PHONE
sadness,@SASHAMINAJ lol   the things u gotta do sometimes man smh lol
sadness,"@sophiatam haha yea! Just working and chillin in the eastbay. Unlike u, I don't get a summer break  boo"
neutral,@naughtymutt ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back
neutral,In Kelantan! Good to be (sort of) home! :pI'm guilt stricken after having that turtle egg.  Really. Won't do it again. Really.
sadness,"@papermelody although these are a BIT tighter (smaaaaller) than my last pair, they were baggy as hell, now I get front wedgies"
neutral,@theguiltshow ikr!!!
happiness,@MarkStanto why thx! #webdu I was only at the conf on Thurs
happiness,Aww I heard I just missed you two @logieo &amp; @egg104 !
happiness,writing report cards  soooo tired but what an amazing day. check it out on fb soon!
sadness,"Damn, got Chili Beans on my shirt  I hate that I can be a messy eater. Such a lady!"
sadness,@JeremyRylan I'm on mobile web and it won't let me  it looks awesome though....and no one reads my tweets anyway.
sadness,"@dave_mueller yes i love it  its just a little bit complicated, because i want it on my BB , but it doesnt work"
neutral,@mikebthatsme ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*
neutral,@riineySTACKEDx lol cnt its too slow
sadness,"i'm so sad, because my beloved boy doesn't online, i wait for him everyday.."
sadness,@DaveDeRoo hardly :/ some of my furniture is being shipped from who knows where and is backordered  I may cancel and shop local.
sadness,"bwarg. can't sleep, tired of drawing."
sadness,"Don't have time to chat (sorry girls  Miss y'all!), but we have a new lawnmower... yeah, that was today's highlight. Tomorrow is..."
neutral,@thawrite1 oh you and @mdotperiod had free drinks?! thats wasup..Im givin up drinkin for a lil bit
sadness,@pyroezra i really wish i could.
sadness,@Nelja exactly like that ...in glasgow now ...it's a bgt busier
sadness,Can't wait to come home! I miss my Bubba. Too bad my parents are taking him to Canada.
happiness,"laughed so much today over that picture of lauren, that my chest hurts."
sadness,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui
neutral,I wanna buy a million copies. But i aint that rich  @jessicaveronica just buy some more copies urself hahah
neutral,@AlexAllTimeLow  get back to tokyo man..we miss you.
sadness,has to do two 50 page assignments this weekend  there goes any chance of relaxation!!
neutral,Least u can get some more! Im broke
sadness,Town. Uncle and Gabriel are coming in. I miss Gabe  Tempted to ask if I can go back to Baton Rouge with and stay with other side of fam...
sadness,lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T
sadness,3rd day of pain
neutral,"@lou_lantos Jeff can't Forcast tonight.  He says Saturday he's good at 8:30 your time. If,you knowï¿½ you don't have A LIFE on Saturdays."
neutral,so. I'm taking my life guarding classes fri (7-9pm) sat (9-6pm) sun (9-4pm) and mon (3-630pm) live eat and breath life guard stuff. yay.
sadness,missed out on westcott micro apollo too
neutral,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ..."
neutral,my thumb hurts after breaking the nail....
sadness,"Dad: &quot;No trips to Lahore for you.&quot; Me: &quot;I do live in DC &amp; NYC which also = big targets.&quot; Bummer, no Pizza Hut chicken tikka pizza for me"
sadness,Last night I had 1/2 a bottle of wine in my house and 2 cocktails. Came home sober but still gonna be sick
neutral,@Tarale dinner appointment tonight
neutral,Finally reunited with my Hunny bunny@tarzan_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!
sadness,"@DatDoodRace Thts kinda young 4 me, boo."
sadness,Weather is back to being great! Shame I have to wait in for my delivery
sadness,@Jonasbrothers movie out today but i cant go see it
sadness,@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad)
neutral,leave for calcutta-delhi-lucknow tomorrow...10 days of absence!!!
sadness,I hate the &quot;out-of-nowhere&quot; stuff...
sadness,sick n tired of people who steal other people's work
sadness,"@SeandBlogonaut daddy wanted to buy me shoes, but they were prettie esspensive, so nao I haff to go bearfoot"
neutral,@ontrich Yes I do
sadness,back at work  its too warm to be in here today!!!
happiness,Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;)
sadness,"Went to the Athletics Carnival today! Tired, very tired! I hurt my back when I jumped for the second time on the High Jump!"
sadness,its too sunny for work  !!!
neutral,I want more followers.
neutral,i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?
neutral,@caitlandkawaii im a pleb  i had to take it out of the freezer.. and put it in the oven!
sadness,boys and girls lie? awww is santa not real either?
sadness,@oliviamunn that was pretty lame babe
sadness,@rawrgoesaimee Ah bibisita ka kina GQ bukas o  sasama ka sa Rushers EB? I won't be able to visit Jumpstart tom coz I have something to do
sadness,i miss my daddy
happiness,@lisaxjbx3 Goodnight is not on the trending topics.  lol
neutral,@ErikVeland i'm not in the best financial situation myself at the moment. i'm beyond broke. my money is spend as soon as i earn it atm
neutral,I have to choose between @pink and @Essendon_FC on Sunday and @pink wins. I'm shattered.  Why can't I be healthy enough to go to both?
neutral,"@TimmyNess for cervical cancer, I have to get 2 more"
sadness,owww i think i tore something in my leg
neutral,@assrocket You must be scared to be trolling here. You guys are so sad.   #tcot #right
sadness,@Beckinelson idkk if il get to see it again
sadness,Bah day is not ending as nicely as it began
sadness,"Already 26.1c in our office. Can people melt? We're fighting for air con because fans just don't help, but can't find the budget"
sadness,@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck
neutral,Last day in Dijon
neutral,"Back on track with the transcription process. Still can't stop my lappy overheating, though"
sadness,@ferretwho Defeated by a Polo
neutral,"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs"
neutral,omg why are the marshmellows in lucky charms so damn tiny now? i feel cheated.
sadness,"@violetbakes My friend is a massive Beatles fan, and she wasn't impressed"
happiness,Nevermind! Beyonce doesn't have a Twitter  Haha
sadness,@kathtrinder @samscam what's that? The sun? No sign here
sadness,@Emiily_Kate i know its heaps awesome. if your not working all weekend
neutral,waaaaay over all tht bitchy ninth grade bullshit (: half yearly exams over &amp; im sickkk
sadness,@mistermagnus A friend uses Logic and I must admit I did like it...but I don't have a Mac
happiness,@caldjr yeh me 2
neutral,@hannahdevonne Follow both because I don't know which one will send it. PS Dont get your hopes up because she may not sen it
sadness,It's too hot to be sat in an office!  I wanna be out in the sun shineeeee.
neutral,adsense exchange rate 1 : 47.060 ($ : INR )
neutral,@Ekstatikladii sorry love had no left overs  but come through sat @ mi casa for ton's birthday! we'll have tons of food
neutral,starts tomorrow and I start to study again
happiness,"Just got Skyfire (http://get.skyfire.com/).  Firts impressions, it looks good but it's a little too memory hungry for my ageing HTC TyTN"
neutral,@Jewel_Lia Should have grabbed some on the way to work
sadness,@BlueEyed_Cat @himynameisrose we all know and yes dont remind me im so effin jealous  fuck aust some times
sadness,Is now crying  Omg I am fed up with this pain !!!
neutral,"hmm @buysellads is following me and to think, they declined thehodge.co.uk for inclusion into there network"
sadness,I'm up way to early today!  Work later.
sadness,im really tired.. not much time to sleep
neutral,@raerobinson it was just the handle tg
sadness,"@codemonkeyism there were attempts to somehow extend inner classes, which would be close to #closure, can't find the ref ATM"
neutral,im going to miss khyy so much
sadness,sad day!!!!! Love you Maï¿½ (8 years ago!)
neutral,@joyeuxmort Miss you too  tomorrow is friday...the day we usually just lounged around trying to figure out what to do
neutral,@bareknuckleyell not the best way to start your day
sadness,Is going to get a full nights sleep tonight so her arm can get better. It's no fun being forced to use your left hand
neutral,"I should learn not to walk all day, and then sprint through sprinklers without stretching."
neutral,i want Van Basten to b the milan manager !!!
sadness,@jennytalia SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one
sadness,... and itï¿½s FFA *evil grin* but Iï¿½m so busy at work today I wonï¿½t get anything done
neutral,i dont have my iphone until maybe next week!
neutral,"jus woke up, late  runnin to work have students to train!"
neutral,l need some more aussies !
sadness,"Fell down the stairs at dancing, sword fell on me and now my bum hurts"
neutral,in a meeting discussion colour of bikeshed
neutral,emily is over tonight XD work experience is over. Jen I'm  going to miss seeing you like everyday
sadness,"@wethedan nope, would be no music"
neutral,why do i turn red
sadness,@JustDarline DArLiNE!!* miss you
sadness,Why didn't I book today off as well could not be bothered with work the weather is too good to be in here
sadness,@ncremins thats not really fair. I mean you just up and leave like that and you dont even give us a party  So when you coming back or  ...
happiness,I hereby proclaim it to officially be summer as it is AWESOME today! But I'm stuck inside a chilly office
neutral,@Quietjack I'm probably going to be doing the same thing
neutral,@Lucalexa thanks  scared of dentists.. looks like I am going to have to get over it and go
happiness,had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.
neutral,3-4 hours sleep last night  barely functioning
sadness,@tahninial just called me a cheeseburglar. He made me sad
sadness,Getting bored sitting at the hotel room the entire day
neutral,It's natsmith88 last Friday today
neutral,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x
neutral,I don't think the Master Cleanse was intended for travelers  feeling gross....
neutral,@daniellemhicks lol what!! where is it!
happiness,Bumping Air Supply's Greastest Hits
neutral,"I forwarded an email about a cool science event in Canberra, and a friend thought it was in Sydney and trekked out to the wrong place"
sadness,can't believe I'm peeling from one and a half days of sunshine
neutral,It's @natsmith88 last Friday today
happiness,Will be flying to Ontario in 4 hours!Will probably stay awake.I will be there for a 8 days...Camping 4 the first time YAY!I am sleepy now
happiness,is going back home  love ya Zagrebe &lt;3
neutral,Came out of my house this morning to the stink of cat poo. I have cats doing their business in my little bit of garden.
neutral,bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x
neutral,@Donnette i am fine. just having a headache for days now
neutral,Got a day of painting
neutral,Flypside - When it was good..i must creat my presentation in english  by guys ?
happiness,staring at the sunshine through my office window!
sadness,I wish I had a concept of what time it is right now....  not adjusting well. Obvs.
sadness,Feeling pretty poo today
neutral,I need to buy a Tablet
sadness,I wanna go to the beach...but I have to study
sadness,What's worse than a fever and sore throat? Cancelling a trip to see your little bro because of a fever and sore throat.
sadness,On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!
neutral,Got about 2 hours sleep.
neutral,wonders when all of these end... hay...  http://plurk.com/p/wy9wi
sadness,"Had a crazy night, lost keys, walked home, missed my papi's calls from the swizzy.    I'm sad"
happiness,"Mooorning! It's Friday, and that's terrific! Smile up!    :-|      :-D"
sadness,missed the #jonaswebcast
neutral,@julie_posetti Nice reference to #LM program in How Journalists Are Using Twitter in Australia but no mention of me   http://bit.ly/JwuZL
sadness,"At millys having some yummy asian food! Haha. And listening to let go, such a sad song"
neutral,just wants to get it over and done with. I miss working
sadness,my blog is crashing my browser
sadness,My mind is playing tricks or me!...or could it be? Either way this ish is on my mind heavy and in sleepy
sadness,@LaylaNatalie nowhere babe  ice come to do a few jobs here this morning *sigh*
sadness,@terryronald When does it close? I didn't think it'd been running that long? I still haven't had chance to see it!
sadness,"@ladybug8320 oh yes i sure will, but sad cause i will miss the view at the house am leaving actually"
neutral,@dreaming_aloud @DanBarnes501 and that hindi flick '99' that came out a couple of weeks ago that never made it to the UK
sadness,"#liesboystell Your the only one, I love (they really have several women)"
neutral,"awww, watching 18 y.o. britney on snl. she's so young and cute and really funny! i miss this britney"
neutral,@the_prototype09 no where I'm working for a bit up here
sadness,@NANCY___ just got your TWEETS. that sucks my love
happiness,sadly awake. wondering about contact info for all of the fun folks I hung out with at the shop. YAY 23b!!! Miss you guys
happiness,"@realchrissystar we'll be back sunday to play @ the horse, I was out last night at mex you were not  miss you"
sadness,fuck elora danan are breaking up  too and im missing their last nsw show too  def need to hit up melbs !! someone come with ?
sadness,I guess its bedtime. Goodnight twitter.  my bed is so big and empty without him.
neutral,So my life has come down to nothing more then making choices ill only regret later
neutral,@ncremins I could do with another one now myself. was back to work on Monday after being off for 7 weeks  not good.
neutral,"@Dr_DinaSadik forensic mein kya hai! bas rat te jaao  and micro?havin a micro exam soon,the lab diagnosis of all d individual bacteria!"
sadness,My car broke down.   Time to start looking at getting another.  If its not one thing its another.
sadness,@subray put me right off my scrambled egg breakfast  #fartingloud
neutral,@Jemistryteam --- has demi ever replied to you? Coz I haven't got any...
neutral,"i want a text from short stack ,but i dont understand the texting thing"
sadness,My assistant had me watch The Notebook. I miss Deborah
sadness,it's official- the Twilight Saga has ended...*sigh*...my life is empty!
sadness,"@SamGrierson awwww....    , ah well at least I can sober up for a week or 2 and possibly get to the gym.....u gonna make music live? xx"
sadness,@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as
happiness,@AlexaRPD Nice action shot: http://bit.ly/m8zfx  I miss working a pole.   __ dont you see clients everyday?  lol
sadness,"@breagrant Thought you was one of the best on Heroes, pitty they are killing all of the good characters off  how do i use this thing!? lol"
sadness,"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though."
sadness,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. I JUST WANNA SLEEP"
neutral,@mgrpowers http://twitpic.com/1aida - snood
neutral,@docbaty ow
happiness,Good Morning Every1!!! Its gorgeous out again n im stuck in work  Wish i was at home chillin out.. Hopefully tha day goes quick  doh !!
sadness,@gedhead if only @stephenfry wouldn't have some fiftythousand followers... hugh laurie's just a needle in a haystack now!
sadness,"4th time in 1 month that i'm spending time @garage, for a broken airco this time.... sigh, great with this weekends weather"
neutral,@alperdotr i got bored   lunch time?
sadness,Is going to miss Reemer for a couple of months now the tour is over
happiness,watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!!  @EricMillegan is so freakin' awesome &lt;3
happiness,Someone bring me milk for my cookies!
sadness,@MAVinBKK I know but the wait will be worth it - November just seems so far away at the moment  ;)
neutral,@Ahmaeya so im listening to this random playlist and its leaning toward serani...
neutral,"@m_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify"
sadness,is now writing 100-word newsbites  http://plurk.com/p/wyb4h
sadness,"@ankurb english screwed up my overall percentage in X, in XII again and probably in adm tests too. shit happens."
neutral,"@IzzySc Hi Isla! I hope it does, too."
sadness,low low low low low low low low low.............................
sadness,I'm slowly reallizing how this burn I got at work 5 hours ago really sucks
neutral,@cutiemoet i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????
happiness,"on later than normal this morning, got attacked by a swarm of mini fly's after opening the veranda last night took an hour to get rid!!"
sadness,"@lupin_bebop that's lame, sorry"
sadness,knee surgery.... back home for about 6 weeks
neutral,July issue is stressing me out...
sadness,@sassisam agh mine just left for New York last month!!
sadness,"@KINGmoney yep and its freezing, i hate winter  im literally wearing blackets"
neutral,http://twitpic.com/667hh - this is what happened after installing office for Mac  #badmicrosoft
sadness,My room is too hot to sleep in.
neutral,Its funny how I want something even more... now that someone else has it and i cant anymore    hahaha NEXT!
happiness,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations"
neutral,@Clumsyflic
sadness,is way too sleepy to be awake
anger,"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!"
neutral,The girl in the hair salon asked me &quot;Shall I trim your eyebrows!&quot; How old do I feel?
sadness,I overslept  headache
neutral,Deucie picked up by his sitter for the weekend.
sadness,@drumstickboy I also used to be close with adiel and sabby. But now they changed alot. I like when we were in sec 1.
neutral,Has lost his vocie and Adele is laughing at me LOL and still wondering why I'm in college on me week off
sadness,@kevincl Same here. But I am just going to browse SA until I get bored.
neutral,"my littelist fish, udon, is dearly departed"
anger,i never knew a dentention was so hard 2 get
neutral,"@karess I do feel bad for him too. Especially na ngayon pa siya nagrerehab siya and all. Wrong timing. Still, maybe he had it coming"
sadness,@ConcertJunkie &quot;I SAAAAAAID!!&quot; Haha. It kinda makes me sad though.  http://bit.ly/uJUA3
sadness,@nursebettie666 he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me
sadness,"#freeagentapp free trial ran out today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one"
happiness,@primaveron I need them  It would've made my picture so much cooler. Mine are bottle green. Eeyea-thooo!
sadness,Guitar lessons tomorrow. ( I have to wake up early again.
sadness,"Last day in Exeter! Had last session in gym, last breakfast.. last meeting coming up"
sadness,I'm so dizzy already and I'm only on the third page of chapter 73  *plops head*
sadness,I'm soooo sleepy  but I'm not a home just yet
neutral,still need new pics on my phone  and music..
sadness,So Tired. It's not right to have to get up so early
neutral,So slpy 2day  zzzz
sadness,i have a headache
sadness,@livetosingxo and i had our first fight
neutral,need to get a hand
neutral,"@christianedward it's a good sized family room, so not too cramped, watched match in room  Watched tv on iplayer after kids asleep"
neutral,"1am, quietly tidying up after dinner party. Whilst closing tupprwre lid, centre island in my kitchen collapses! Wakes baby. Mayhem ensues"
sadness,"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP"
sadness,"It's clear intellectually that severing my relationship was best, yet my heart seems 2 B in complete disagreement. It hurts so so much"
neutral,"@dc493 me too  she better be back soon! dude, this is my typical bedtime. but look who is talking! what are YOU doing up so late?"
sadness,@ashleeadams I don't know what to say except *hugs*
sadness,10 minutes to boarding; 14 hours to home. no window seat
neutral,all my files got deleted
sadness,@amerz Love it! I wish my other half could even name web design ladies
sadness,"#bigfanfriday 2day, &amp; i go &amp; friggin loose 1, life sucks!!"
sadness,@ihuntmidgets I just wish @kimmikennedy would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot
neutral,@geekgrrl  I missed one
neutral,@LimeIce awww... dangness!  i cant wait to see the picture!  lime green elements...wooot!
happiness,@andyroddick At work at the mo and it's so sunny here today   Off to see a band tonight!!
neutral,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was @kyla_durden  I got to find a apt"
neutral,"epic writing fail, ew. going to try and sleep"
neutral,@jonpaulkaiser love the stuff he sell... you should help this guy with his logo and shop  it's kinda Wordart
happiness,Such a nice day...and we're all working
sadness,"[Wrong!] #liesboystell Your the only one, I love (they really have several women)  http://tinyurl.com/nl6pct"
neutral,@JohnCleese    Mc  John  sim posit  3 yr passed  no  softees   stranded without warren tea out  tech spec  kaching !!
neutral,@Reynolds_x all three are in the first 2 weeks of june for me
sadness,"Felt like crap, behaved like my son; ate to compensate. Pigged out on home-roasted sugar almonds. Painful tum, threw up, still feel sick."
sadness,"right, so richard marx's right here waiting is really making me feel nauseatingly sad."
neutral,@Sarahies this week has dragged a bit for me too  have an essay to write about the seaside then Im seeing eddie izzard tonight x
sadness,@captblackeagle  miss you captain
neutral,woke up.
sadness,"@KnightOnline booooo, at least give us what the mantanence is for? we've waited this long, can we have hints clues or full detail pls?"
sadness,"ready 4 the weekend! yay me. even though once its over, im the lucky person that gets to work 10 days in a row till i get another one off"
sadness,@b4dm1n7on I heard that you can't make it!!
sadness,"At school, it's so boring"
neutral,IBood DOWN
sadness,itï¿½s raining... I hate rain...  going to shop and drink coffee all day.
neutral,So tired
sadness,@KINOFLYHIGH fuck i shouldnt have left!
sadness,hm...still workin on my contract.hmm...i'm feelin awful..
neutral,Things aren't just as easy and simple as they seem to be.
sadness,@iamdiddy it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch
happiness,good morning! off to the gym I go
sadness,@girlx they're at the bottom of the thing and aren't moving at all. feels bad man.
neutral,@sdrb  You've got to love fly tippers: http://tinyurl.com/mt4opc  Worst I've seen is a dead mule dumped on Holmbury Hill.
neutral,@Nicers I'm pretty sure my bum shape will still be imprinted there
sadness,oowww...why do wisdom teeth hurt so much
anger,@drakesizzle  If you don't want to come then don't come. JEEEEEZ.
neutral,@Helena210 No one to rub it in
neutral,@Mezandy me! @DOcreative
neutral,@blue_cupcakes  sometimes plugging it into 240 can fix problems..
neutral,Working now
neutral,Moodle Intro training this morning... ages since i've done that... and only 2 bookings
neutral,but @pennyessex Humira isn't right for everyone. Some respond better to Enbrel. Ask your Rheumy. But not much long-term testing done
neutral,"@benno37 I have been subtly replacing it with &quot;penetration testing&quot; when I see it, but nobody's caught on yet."
sadness,"@gleeding Need a tickettttt  Gah. Ya you've got me on there, reason346.. Haven't listened to dear Elliott for a few weeks...overdue.."
sadness,I can't sleep!!  epp someone is awake and it scared the crap outta me!
neutral,says headache  http://plurk.com/p/wydaf
neutral,"On a day like today I would wear shorts and tshirt, but now I'm at DHQ it's office wear..."
neutral,@hasin my bad
neutral,@vxpresxv aww... me too
happiness,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah
happiness,@iAmiAdam Hes away longer then me. Im only away for a few hours
neutral,"wanting to nap, but if i sleep i might not wake up before kyle gets here  and sooo hungry."
neutral,@myinkyfingersAU I can't take it
sadness,beautiful day... and im working  leaving now so i can get some sun though
neutral,Cashflow forecasts are fun but big red numbers aren't
sadness,@skateramps omfg  whyyyyyy not that sucks!!! and r18?? wtf...  T.A.I. getcho' asses down here
sadness,I got a new high speed Machine stuffed with latest technology for Development in office but it z crashed now
sadness,@kateesslemont i tried. and failed
sadness,Elena left this morning. Nine months spent living with her and now it'll probably be about 2 years till I see her again. Hmph.
sadness,@Wiccawise21   We're idiots.  Ok mostly I was skint but hell I could've done something......
neutral,On my way home in the sunshine with a bag full of my stuff from work...
sadness,I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I'm wide awake.
sadness,Happy Grey's day everyone! Oh I miss Grey's!!
neutral,i wish i can go to two different schools at the same time.
neutral,http://twitpic.com/6698b - Clean
neutral,@trishastewart - ooh. Don't like horseradish  Any alternatives?
neutral,"@Odbod Yeah it's the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately"
sadness,im so hungry and i have nothing to eat
sadness,"oooh battlestar galactica is on the other channel. it's the rebellion episode! man, i feel so sad about what became of gaeta.  i liked him"
neutral,@JackAllTimeLow wish you we're coming to Perth
sadness,@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.
neutral,@Damevegas am alive   but at work   finish at 1300   sun is out
neutral,should be going nfg tonight
sadness,@kirsty_l I got excited when I thought that exhibit was in Sydney. But it's not
neutral,It's cause you give me a reason to assume.  - http://tweet.sg
sadness,Just got bullied by Dillah.  HELP!
neutral,"up and about to do my hair...ugh, i dont want to go to work today!"
neutral,@mayhemstyle Well I live in Ohio  but here's our California parks: http://tinyurl.com/nmr7pc
sadness,dam just finished watching Prison Break: the final break...omg i dont think i've cried so hard for a show..Finally understand the finale
neutral,Seems like i'm the only person over here doing postal voting for the upcoming election ... been there already twice to get the documents
neutral,signed up for broadband today could take 4-6 weeks
neutral,?ï¿½ nh?n ???c bonus r?i. Ch?c ch? ?? bï¿½ vï¿½o kho?n unpaid leave
sadness,afaik A LITTLE SAD THAT CROCCOS IS NO LONGER AVAILABLE FOR SALSA WED NIGHTS. BUMMER!!!!IENJOYED GOING THERE WED NIGHTS.
