sentiment,content
neutral,#iusedtobescaredof the girls in the year above me at school
sadness,i just watched Marley &amp; Me...i cried so hard!
sadness,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out."
sadness,@RobbieBarnes No Sky. Terrestrial analogue only
sadness,I'm craving something salty in my mouth!  Tired of pretzels tho.
sadness,"aww, anyone see hollie steel on BGT tonight? wharra shame"
sadness,http://twitpic.com/67k9w - - My besties. If only @DemtriaLovato was there.
sadness,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she'll have returned &amp; I wouldn't have missed her SO MUCH!"
neutral,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.
sadness,@MalcolmMillion nah i understand you cant cancel i just wanted you to come
anger,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.
sadness,@honorsociety i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers
sadness,I am so sick and tired of this on and off rain
neutral,Was eating a manderin. But it's all gone now!
sadness,@nataliejanette Im so jealous that Im not going to blogher
sadness,@LisaTayl My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...
neutral,@redefinition if only the weather would cooperate for us to get in the pool right now. It's been too cold all spring
neutral,wishing i was karen from will&amp;grace
neutral,@ledoug actually was planning on working @ w12th but alas meetings kaiboshed that plan
sadness,It's 10.30pm on a Friday night and I'm going to bed. How pathetic.
sadness,@leirastorm  That's sucky. We'll miss you being on.
neutral,@lilxcutiesworld I guess @anilam18 cant request  the same song though
sadness,jazzy we should be in vegas w A team
neutral,I had fries and an ariZona at 1130 and that's the only thing I ate today.  feeeeeed meeeeee
neutral,ONE OF THE WORST DAYS OF MY LIFE.
neutral,you know ur dog is getting old when she sits down to eat...poor hilly please don't grow up
sadness,"@jerrib247 sorry mom! I didn't mean to. I shouldn't have tweeted that, you are already having a hard day  Love you!"
neutral,Going to work
sadness,Ohh boy my babys tooth came out !
sadness,@ludwikc broken  I can't c it
sadness,Loving the new skype! Especially for someone like me who lives half a world away from home!
sadness,on my way to work. I'M SO HUNGRY!
neutral,It's been 2 days without gas...the gas company turned it off to do maintenance. I can't cook.
sadness,@DubarryMcfly really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx
neutral,@a_simple_girl @BuzzEdition I have to miss the festivities this evening.  Heading up the hill and won't have internet and no BB service.
sadness,now its raining in PHL and more delays in the flight schedule - bummed that I will be missing Jay Leno's last tonight's show today...
neutral,@TheCre8ive  Glad you're ok!
neutral,@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store.
sadness,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I'm already dead tired = very bad.
happiness,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!"
sadness,mummy i need you
sadness,went to see the dentist. can't eat and im starving. really sucks.  and ist's painful.
sadness,"have to change practice pools, someone threw up in our normal pool"
sadness,did crossfit running today...agitated my right leg
sadness,@MFarrugia I never was good at platform games...
sadness,@ninjabetic Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!
sadness,just went to the dentist my mouth hurts and I can't eat until 8
neutral,Been working so hard - its a drag not having time to tweet.!
happiness,Two week extension on contract ... I'm ready for it to be done
neutral,My eyes hurt
sadness,ahh sore throat and tired. want to go back to bed. but have work
neutral,I wanna be at BEA as well!!!!   #BEA09
neutral,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that'll never go away..."
sadness,@lexiloohoo i'm sorry  today's been nothing but a fucking heartbreak
neutral,@R_casagrande haha thanks. but if it keeps raining i might not go
sadness,Well it's official I have strep
sadness,no one calls me anymore
sadness,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving."
sadness,@Itxi_Itx no credits for me unfortunately!
sadness,Best friend is leaving to go back to school today..I am so sad
neutral,@TomFelton Have you seen this girl!? http://bit.ly/14LVI    I feel so bad for her
sadness,Sunburn hurts...
sadness,I dont like this random gloomy weather
sadness,wishes people wouldn't be so stubborn sometimes.
happiness,The heat is here!!!
sadness,"Whoa, I didn't mean to sleep for more than an hour"
sadness,@misscherrypie  I wish you could get back in yours!! I'm thinking only 16 hours a week out of the bubble would be okay?!
sadness,is feeling rather lonely and broke...oh wait...I am lonely and broke.
neutral,@Bronques Oh THOSE messages. Probably not
sadness,@Flossalini no panasonic charger.sorry
sadness,He didnt leave a voicemail..  -121908inlove(:
sadness,"@DenyButterflies Omg. I am so sorry. Sorry, I never know what to say"
sadness,Just drove by fisher and I feel so sad
sadness,@siirensiiren meagan rochelle &quot;the one u need&quot; i would say &quot;cater 2 u&quot; by he didnt produce that.
neutral,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won't reply me  &lt;333 Maria
neutral,@ReikoEoh I bet this would've been fixed if I could've called up @Twitter on the phone and explain this whole situation. Jeez.
neutral,@andy2dx Awww boo. Maybe i wont be sober during 3s team at evo. I need to snag someone to be my partner
neutral,@kaydence02 we r the lost troopers. But I want to know
neutral,@balmainbazaar agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.
neutral,@oncherrystreet I thought all the Apple Store and/or Best Buy guys wanted on?!
neutral,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental"
sadness,"It is so miserably hot, the a/c in my house is broken"
sadness,got beat by super LARRYonation
sadness,@irishjonasfan lol now your making me feel bad for not coming on  lol
neutral,@QRock2005 I was in there earlier I'm not at home  I'm ok my iPod!
sadness,@sheistheemily pq vc nï¿½o pediu amor
anger,"And you could have it all, my empire of dirt! I'm in a&amp;e with dad I'm freezing fully shivering Every1 else is warm  no fones allowed ffs!"
sadness,"Hello and thank you for all of the #followfridays people. I always forget, sorry"
neutral,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky."
neutral,"@grouptweet Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer"
happiness,cba with exams! 17 left!
neutral,@jspatton: sorry forgot that
neutral,@Pisces_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt
sadness,I just spent 45 minutes at the book store. I only bought one book.
sadness,missing @justbrad on his birthday
sadness,@beckyhope ahh yeah i get what you mean i have an Alevel retake exam the day after the gig  so yah im pretty stressed!!!
neutral,@caligirl00 ur Mom just called. Guess NOT. C U @ 5
neutral,@Faerie27 did you put a spoon in it?
neutral,never part of these follow fridays
sadness,"to be really really... not bored but bad, i won't know the news  but thats ok. BRB x"
neutral,@DearFloyd  u don't know harajuku lovers?
sadness,@SimplyKia o iight we gonna miss you tonight
sadness,Need to sleep but can't
neutral,its raining
sadness,@kimitwi btw i have your report too &gt;:] omg at lunch today we had to move from the HC to the trees cause of the heat &quot;/ all my days suck
neutral,work  I don't wanna go  excited fir Sunday though!
sadness,"i have officially hit the wall, totally nonfunctionalproductive at work"
sadness,@mumalot I corrected myself
sadness,"@JasonCalacanis damn I missed the live show, guess I will have to wait till it is available through iTunes"
neutral,@faffypants maybe.  his real name wasnt tommy?
neutral,Ugh cramps  and it's hot
sadness,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.
happiness,@megan_ftw awh i'm sorry  i'm probably going to do the same thing haha.
sadness,"@Goatzilla  im not that good yet, my parents still buy me clothes and stuff when i need them &gt;_&gt; but i dont get pocket money anymore"
sadness,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.
neutral,@cocotteloup Awww... It works ok for me.. but I have an apple laptop so it might be a little difference!!
sadness,@lightsresolve I'm so mad I cant go to that...you're like an hour away from me.
sadness,"probably going to miss Silverstone's race again this season in iRacing , so sad   this track is pure laser scanned awesomeness"
neutral,"@AngelaKeen It felt nice, but staying outside for too long and your definitely getting burned! Hurricane season is here though"
neutral,iPod touch = brick.
sadness,"@flashyfem Sorry to hear that.  If I didn't already so much planned this weekend, I'd have considered going too."
neutral,I was so hype about it being Friday &amp; it raining outside..No rain all day... But its rainin when its time to kick-it..Mr Sun is trippin.
happiness,Maaaan... it is way too nice outside to be in here working.
neutral,paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!
neutral,Turn over report...done
neutral,"@dennispillion @WaffleSauce Ugh, you people and your fancy trips to Italy while I'm slaving away at this computer."
sadness,@melroze90210 I KNO!!! im so sad! evry1 is leavin its horrible! im supposed to b happy for summer but i cant ima miss evry1!
sadness,"@drmenlo sorry about Mr Grey, Menlo"
neutral,@mell_e im going to my dance class now
sadness,"@SophieChadwick no i didnt! i couldnt get to liverpool today, of all days!  did you?"
sadness,wanted to sleep but a friend from Denmark just poked me on IM
sadness,@atraiocatharsis dont ignore me
neutral,@dummerboyk: psh...didn't even pay for me though
neutral,@mareyachristina haha i wish i could! I look like a little boy now
sadness,Rainy day in Philly  looks like it's gonna be a movie night.
happiness,"Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week"
neutral,@thomasfiss I love you Thomas.I will always respect and support your decision.and I'll miss you  but you're gonna do amazing things &lt;3 you
neutral,@theBrandiCyrus I don't think u look horrible and de my mmommy pits up embarrisong facebook picturesnof me
happiness,Gotta love nasty weatherrrrr. @kileyymariee so jealous ur at knotts
neutral,@geoffjones just looked at your hotel web site..what a place   but they do massage  and thats my job..  lol  lol
sadness,"@MaxLucado WGN in Chicago used to be the calm airing of ideas, but in the last 30 days they changed the programing to sound-bite shouting"
sadness,"@mspixieriot that sucks...wish we could get it there cheaper...   if you're in montreal, there's a cool shop that carries them up there!"
sadness,@SelectedTweets Sorry Ali
sadness,"Has so much to blog, but has no time to"
neutral,@regent_lord But that means you'll leave me alone.
sadness,"Shipwrecked all weekend  license wasn't suspended, it got cancelled. Can't take the risk driving and no one lives near me"
sadness,this is gonna sound really sad &amp; depressing but I really really miss my uncle Sam
sadness,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!"
sadness,sad   Miss my friends !
sadness,@_madison that's what you get for abandoning us! I'll miss you.
sadness,keep @lulion07 and his family in your prayers. his lil bro jus passed away
sadness,"@jonashelford Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!"
neutral,Awaiting reply from two projects. One cancelled.
neutral,@whatswhat_sian lol. I don't have the benefit of Sky+ and hubbie was watching them so had to sit thru it.
sadness,Feeling deflated. Hubby saw swing set &amp; thinks is a piece of junk. I thought I had found something good 4 the kids
neutral,OMGosh! it's 79 degrees and I'm sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!
neutral,awww  Lukes been evicted from the Quiz
sadness,@amandapoop no  I didn't yet he never texted backk.
happiness,@jessbooka i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!
neutral,"@foursquare any chance you'll have  a Madison, WI location soon?  maybe too small..."
neutral,@Livvixo go for the 1 that you want to go to most? my bro had to switch when he did his 1st time  it's www.direct.gov.uk/studentfinance :]
sadness,"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ..."
sadness,Feels all kinds of not so well right now
happiness,"Going on 1,116 days still no new tattoo."
neutral,Damn everyones nappin on the beach. I wake up and half the crew is ko'd lol aww i wish i had a cuddy buddy tho
happiness,@Nairtseuqe so my son is not the only one!  that's really nice to know.  he really is good at being three. and dh will be late today
sadness,thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!
sadness,@jenhp But that is such a bummer you couldn't get your book signed. Sigh ...
happiness,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room"
neutral,@like_an_emo es tut mir leid?
neutral,Was eating a tomato and it squirted all over me.
neutral,0
sadness,@theAV8TR dont quit.
sadness,bout to take a shower.... a cold shower
sadness,"@RavenLaR S'ok, trying to plot alternatives as we speak *sigh*"
neutral,@sarahphymn Or FTRH -- For The Ride Home
neutral,"@crusaderz4life not here for long hun, head hurts"
neutral,sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself
neutral,@natebunnyfield no! Work came up
neutral,Who builds a hotel without air-con? Bloody boiling in here...
neutral,@misskristelle Love to but can't swing the 11 am  I would more than likely do an evening tweetup in the future!
sadness,Somebody get me out of work tomorrow.
sadness,i just realized today was my last day to see my best friend tanner im goin to miss him so much
neutral,@RedxRojo naw idk what ur talkin about
sadness,I'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
sadness,I wanna go shopping!! I don't get paid till next week!!
sadness,following @twittbitch 'cause @gerhemi ordered it
sadness,Har vondt i ryggen My back hurts
neutral,"I'm needing a girls night, wearing sweats, watching movies, eating chocolate and talking about boys"
sadness,"prom's today... i bought a ticket but im not going  cause i dont have a dress, my hairs not done, ect. sucks cause its gonna be awesome.."
sadness,@Santiaggo that New Yorker cover was done on a iPhone &amp; I'm jealous that I do not have one!  http://myloc.me/21a4
sadness,"Charter is pissing me off, the rest of the internet can access my blog except me   should have it fixed soon they say, we will see..."
sadness,"@naataalieee yeah, that was my point &gt;.&lt; please dont make me feel worse than i do"
happiness,work  @britad Yay!
neutral,I miss the Air Canada Centre and Andy Frost...
sadness,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old
neutral,@zyber17  does he have a twitter?
neutral,Leaving for work.
neutral,Just saw a land rover pull into the school parking lot and thought it was spencer
neutral,Why aren't we Facebook buds @MISSCOKASPLASH?
happiness,"@Allierosen YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!"
neutral,is so bored
sadness,i cant find my keys
happiness,You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.
neutral,"@DianeNeal Livin' large, huh? I've got the same hammock...no tree to hang it from"
sadness,It wasn't a good day ..
neutral,I didn't bring my pokemon with me I forgot them at home
sadness,with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?
sadness,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant
neutral,@angelinexo this hiatus of yours is like... really long. Boo
happiness,"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......"
neutral,I wish my roommates were coming home soon  maybe i should take a nap to waste time
sadness,"@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter."
neutral,"@camila_bmac I knooow, I want to sail"
neutral,@PaulaAbdul ahh naa i dont like rain  nm really friend is comin over then goin 2 my grans
happiness,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now
sadness,Just banged my bloody foot! ow
sadness,omg i tink he is not cuming bckkk
neutral,@AnnaInTheHouse I don't know how to send it to you Anna.  Let me think for a bit and I will find some way to do it
neutral,"@lockylisa Wow, your spam really has everything covered! Mine's almost all penis enlargement stuff."
sadness,@heritagesoftail Hahaha I miss Bradddd and all of the guys and KEITH.
happiness,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.
neutral,@gillismail @d4nz  ya'll are the only ones that cant see it   Maybe its just the twitter link or something??
neutral,@SooSpecial i did that but my INS wouldn't pay for the therapy  so now i dk what to do!!
sadness,@mareyachristina nope  i'm bored and hungry.
neutral,Coco still out
neutral,4 fillings to the good(?); two more appointments to go
neutral,@Patrick_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...
neutral,"OHHH darn, forgot about a phonecall I had to make since Monday.. GREAT!!! now they're closed"
sadness,@smiley_steph boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...
sadness,had a really weird night last night and misses her friends
happiness,@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done
neutral,@coffeeplus Last two and know they are going to be weepies
sadness,Has a headache
happiness,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh
sadness,OMFG my favourite jerk chicken place closed
sadness,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways
neutral,I Want To Go See Up. But I Don't Want To Go With My Mom And Brother.
sadness,"@SoccerGameBall i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?"
sadness,i'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
sadness,can't believe I'm leaving this place tomorrow.
sadness,@Bill_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad
neutral,"@campingal if our office bldg. sells we will move to another smaller one that we own, but will lose the gym"
sadness,I am so sad...
anger,@porcelain_baby @Christomopher your not talking about your obsession with me right???
sadness,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
neutral,@dressjunkie I no  he's the same friend that went with my bf to something at t... Read More: http://is.gd/JmjB
sadness,@Petronella I really want a Shish kebab... Going to have to settle for toast
neutral,@nzbeks word......funeral....just had one 2day
sadness,"@ChrisBrownWeb According to Bow Wow (his best-friend) Chris is not on Twitter, and doesn't want to be : / Because of haters probably"
neutral,@angeltalks I would watch if I was at home
neutral,Waiting in line to get gas..94 degrees today
sadness,Sadly I know a lot of women who like this song  ? http://blip.fm/~7a73f
sadness,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone
sadness,@gabbyflyyy im so jealous! I want to go to ny
happiness,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
neutral,SO MUCH WORK !
sadness,feeling lonely
neutral,Exam is commmmmiinnnnnggggggg !
sadness,@laurenyant which means i spend more time alone than with friends and family. how sad
neutral,@chezery awww!  We can do that and then go to Chick Fila
sadness,The Matrix Online shuts down next month...wow...I feel kinda sad about it
sadness,Already misses the Dunhams.
sadness,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff
sadness,@bfly13
sadness,@One_Bloody_Poet  Bad friends! Sorry to hear that.
neutral,@RoisinMcK Miss you
neutral,its raining in MD
sadness,"is missing her best friend  commme back kayla, going out in a little while"
neutral,ipod died today
sadness,"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough"
neutral,On duty in the students union with only 3 punters. There are more of us here than members of the public
sadness,i feel like watching a disney movie...too bad we dont have a vcr anymore
neutral,@LucasCruikshank that doesn't sound like fun
sadness,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly"
sadness,@llcooljew Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?
sadness,@BuddyTV I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?
sadness,@LoriBartolozzi Oh  I'm sorry  I can't even imagine...although I know it will be reality for me soon
sadness,@LadyDutchess awww  i mish u too ladie whats been good?
neutral,put ad on craigslist/Quebec 4 tan salad plates with bird drawings  can only do 1 area @ time. I still need 3 more. Got 2 at my Tuesday AM
sadness,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
neutral,Where are my peeps? And my boyfriend? In Miami
neutral,early phonograph industry? done.. just the rest of APM to revise  and only berry the green rabbit and ribena man for company
sadness,Mid shifts are so awful. Im just counting down time
sadness,"@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry."
sadness,paper work on a friday afternoo
neutral,@djhazzard whoa... if the alcohol won't get you buzzed... the price will
happiness,@WerewolfSeth did you really just call me Ma'am...wow that was the reality check of the day  lol
neutral,@kristianinicole I left it @ home  http://myloc.me/21cN
neutral,@luckystarlaura was there yet another semi final tonight?
neutral,Saw the blink show from the tmobile party. I'm speachless
neutral,"@helen_bop and that marisa mauro can go use a banana as a dildo. srsly, some people are such arseholes"
neutral,@miniatus  I wish I could !!!!!
neutral,wished I watched jon &amp; kate plus 8 on monday
neutral,@jennypoynter i want frosties now
neutral,@MsJuicy313 Lol...  Its NOT the same!!!
neutral,"Or this, for that matter: http://bit.ly/SS6Yp  So jealous."
neutral,I have turned into a fast food whore
neutral,Leaving Wildwood tomorrow  but Luke says we will be back soon!
neutral,@kyoisorange lol were always friends  i havent got hers yet .. and im busy next weekend  dunno when im getting yours and hers
happiness,Oh joy its gong to be a long weekebd... Yipee :*Â¡
neutral,shud realy go 2 bed  proper tired bt cnt b boverd...x
neutral,@theAmberyOne I would like to be able to go just to ONE of those
sadness,can't go to the movies today
sadness,@Maxicatimus Miles from you   I'm in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.
sadness,Bit down in the dumps today    Such an awful day !  Maybe good time to write a song   (Y)
neutral,@miacarruthers follow me??
neutral,"aww man it's thundering, lightning &amp; pouring raining out"
neutral,@wriggy yeah although probably not on BGT  bugger
sadness,No 'rosie day' today  goal is to leav my house b4 my mom gets here hmmm maybe 'rosie day' rescheduled for....wed......
neutral,@PositiveCities Hi Erin I had a dm to send you but u r not following me so Twitted prevents me from doing so
sadness,I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed
neutral,My spellingis awful on twiiter
sadness,Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!
sadness,"@sara_luna everything , I donï¿½t know how explain  simply itï¿½s patetic"
neutral,"Hmmm go to sleep because i have to be up at 6 on a saturday  for work, or watch 2 more episodes of one tree hill? one tree hill i think!"
neutral,@princ3ssdim3 I dont have no plans Just to go home and watch the Game. Plus I still have to work early so cant be out partying too late
sadness,Is bummed out...i don't have even one testimonial on Flickr.
sadness,"Oh god, I feel like shit."
sadness,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!
anger,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer
sadness,can't chat with @mitchelmusso since i have to go to school now  http://tinyurl.com/mf88dz
happiness,"i feel like a bright, new t-shirt.. wish i had one."
sadness,@EnvyAmor I'm sad that I missed you guys last night!
sadness,just drove by NBC's Burbank lot and the line for Leno is wrapped around the building.  Longest I've ever seen. Leno's last show
sadness,8 of my 11 followers are random spammers
sadness,Theyre sappin mah sentry! errr yea... i'm without power at home right now
sadness,hollie steel on bgt was absolutely excruciating to watch...poor girl.
neutral,@oneofthosefaces all tubes closed on 9th and 10th of june  any idea of how to get to the venue?
happiness,I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo
sadness,Sad that I won't see Deb for two days.
sadness,@scomizzle ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too
neutral,Im just thinking bout life. I need my bed. My fiance is in bed first
neutral,"@GracieAlbernaz I know told you, and it tells you last tweets and all.  Just can't get it to play music.  Have it set, but it won't play"
happiness,Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.
sadness,I want to go home!!
happiness,"Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x"
happiness,@gossipboy630 hahah really? some guy said i looked 14. i dont look young
sadness,@Zo_E Aw. well im sorry you don't like July for those reasons
sadness,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it
sadness,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.
sadness,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain.."
sadness,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony"
neutral,is not getting her posts posted to the topics
neutral,nto looking forward to visiting my unc in hospital tomorrow...
sadness,"@daltnnn woof, I wish I was allowed to go"
happiness,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list
sadness,Well school's finally over and idk but I'm sad  I'll miss my teachers. Goodbye Mrs R. and Mr. Collister
neutral,Feeling very tierd! too much college work!!!!!!
neutral,Back to work I go....
neutral,@scearley
sadness,I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even
sadness,ready for the weekend and sad that I have to be at the office again tomorrow morning
sadness,"@PeachyPictures oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover"
sadness,so now i dont get my car back til monday. boooo
neutral,Got an email from @Unitedairlines telling me I could have got my monday flight to SFO cheaper &amp; Biz class if I had booked it tomorrow
sadness,has hurt feet
happiness,"@designbreaker Nothing, stayed home"
sadness,has cramps
neutral,"I TRIED TO PUT A IRON ON , ON MY BOOK BAG AND I BURNT MY BAG WITH THE IRON LOL.. BUZZ KEEP MAKING FUN OF ME  ... (BASTARD) LOL"
sadness,"@CarsXCollide: no, I fell and effed my arm up today and now I have to do back drive."
sadness,"Fml! Ughhhhhhhhh, im not going anwhere today just sit in the bedroom I share with my mother and cry!"
neutral,Ok- I guess it's time to throw in the towel and head to work
sadness,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire
neutral,For FF plz follow @sbx_IronChef -I am following the Starbucks tag on http://wefollow.com &amp; my friend IronChef has dropped from #2 to #3!
sadness,"Wish you were here, babe"
sadness,BGT made me cry tonight
sadness,Failed that shit LOL
sadness,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame."
neutral,"@AJAG Lol, well have to make sure website works on IE!  And for this region, even on IE6!  Adsense preview tool only on IE for some reason"
happiness,@Tech_Animated thanks so much for everything you do!  i'm so sorry you're hurting
sadness,@nkirchmar I have 30 minutes to go! Then a 3 day weekend leading up to my birthday on Tuesday. I have to work on my birthday.
sadness,@karleemay @Kelly208 I am horror movie obsessed. Esp campy 80s films and Troma. Wish I didn't work tomorrow
happiness,"@mishxmonster  haha, as if I'm only 19 girl  They don't give me beer lol xD"
neutral,@bayareabites My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!
happiness,"I wonder who that thomasvanvliet is. Maybe you can help me, because I've just inherited $20000000! Can't withdraw it"
neutral,"Right now I have a use for the snuggie, but no snuggie to stay work with"
sadness,@cassieebee Why I aint on ur #FF list? im hurt
sadness,@kmaco214 He's probably in bed...depends on what aide he has today.
sadness,"i miss everyone... i need faces  , not witty situational updates, but these will do..."
neutral,"@MirSa89 I just about clear my whole office and no sign of it  next place is truck, I have yet to fully clean under back seat lol!"
neutral,No more chairs   http://twitpic.com/67mnz
sadness,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!
neutral,"The scream of sirens, and three fire trucks going south bound on the highway = I will not get home before 7."
anger,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56"
neutral,Sacramento does not have nice weather. Sacramento has dry and hot weather. I hear it's raining in LA.
neutral,(@SharonSmiles) Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??
neutral,@bingofuel My lil' old Mac did the same thing...and it was never to charge again.
happiness,Just got back from working out. I'm feeling pretty good. work at 4:30
sadness,i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..
neutral,@KosMoney it's the non-www fail  http://www.mymunchies.net/ that works
happiness,"Last day of holydays, gotta get back to work    Anyway, 2 great weeks"
neutral,Of the back of their heads  http://yfrog.com/0zywwj
neutral,is goin out  to  dinner!
sadness,"@KOifusionpdx Another day and I couldn't find you.    I ended up trying another cart, can't remember their name.  'sigh'"
neutral,Just finished cleaning the bathroom.  Now I smell like clorox
happiness,wishing warped tour came to london canada.....
sadness,@gotenkslovesme haha yeh lol maybe.  i missed the last roadshow cause of rain
sadness,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick)
sadness,ahhhh now i have no pic
neutral,@Streyeder You rock my socks off! Sorry you have to go to BFE Maryland.
sadness,ouch... head hurts
neutral,@phxnerd sorry you didn't make it  Good luck next time though!
neutral,@Clwydian nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I'm unable to filter
neutral,@jenxstudios it's like 20 bucks for 10 shots  what kind of camera do you have?
sadness,God! They look stumpy... I'm not sharing my toes tonight
neutral,Tryin to figure out how to direct message and is gettin frustrated
neutral,@Mz5thAve  no room for me smh
neutral,I do the same thing to my parents and my best friend too
sadness,"@AZamann hah eeee, although understandable.. i need a new picture for this thing.. but i'm all sweaty"
neutral,At work...Thinking about things when I should be working
